Symbol,Name,Price,Average Volume 10D Calc,Subtype,Recommend All|15,Recommend Ma|15,Recommend Other|15,Roc|15,Recommend All|60,Recommend Ma|60,Recommend Other|60,Roc|60,Recommend All|240,Recommend Ma|240,Recommend Other|240,Roc|240,Update Mode,RATING_SCORE,ROC_AVG
ICMARKETS:USDCHF,USDCHF,0.77603,85957.6,cfd,0.4212121212121212,0.9333333333333333,-0.09090909090909091,0.05028170648376177,0.5121212121212121,0.9333333333333333,0.09090909090909091,0.07350570636405578,0.31212121212121213,0.5333333333333333,0.09090909090909091,0.45566343042072216,streaming,1.28,0.19315028108951324
ICMARKETS:USDCAD,USDCAD,1.37014,96289.6,cfd,0.4,0.8,0.0,0.08254139852885321,0.37575757575757573,0.9333333333333333,-0.18181818181818182,0.037236333900397225,0.4454545454545455,0.8,0.09090909090909091,0.16521917127232863,streaming,1.2054545454545456,0.09499896790052635
